aifid,inscriptions
0069fa-al010-010-011_DS01,"Studio Fouad [printed on the negative] 23 OCT 1958 [stamped on the verso]
Roxy [printed on the negative] 26 MAI 1962"
0069fa-al010-010-011_DS02,
0069fa-al010-012-013_DS01,
0069fa-al010-012-013_DS02,
0069fa-al010-014-015_DS01,"Kchouhfi, Homs [embossed stamp] "
0069fa-al010-014-015_DS02,
0069fa-al010-016-017_DS01,"٢٧ حزيران ١٩٥٥ [written with a pencil on the verso]
STUDIO DUNIA (SURPRISE) Homs - Tel. 1809 [stamped on the verso] "
0069fa-al010-016-017_DS02,
0069fa-al010-018-019_DS01,
0069fa-al010-018-019_DS02,
0069fa-al010-020-021_DS01,
0069fa-al010-020-021_DS02,
0069fa-al010-022-023_DS01,
0069fa-al010-022-023_DS02,
0069fa-al010-024-025_DS01,
0069fa-al010-024-025_DS02,
0069fa-al010-026-027_DS01,
0069fa-al010-026-027_DS02,
0069fa-al010-028-029_DS01,Studio Fouad [printed on the negative]
0069fa-al010-028-029_DS02,Mano […] [signed on the verso]
0069fa-al010-030-031_DS01,
0069fa-al010-030-031_DS02,
0069fa-al010-032-033_DS01,Studio Fouad [printed on the negative]
0069fa-al010-032-033_DS02,
0069fa-al010-034-035_DS01,
0069fa-al010-034-035_DS02,
0069fa-al010-036-037_DS01,
0069fa-al010-036-037_DS02,
0069fa-al010-038-039_DS01,"AHL [printed on the negative]
٦٩/٣/٩ [written with blue ink on the verso]"
0069fa-al010-038-039_DS02,  ٦نيسان ١٩٦٠  [stamped on the verso]
0069fa-al010-040-041_DS01,Studio Fouad [printed on the negative]
0069fa-al010-040-041_DS02,
0069fa-al010-042-043_DS01,"Studio Fouad [printed on the negative]
Studio AKL [printed on the negative]"
0069fa-al010-042-043_DS02,Vahe [printed on the negative]
0069fa-al010-043-05035_DR01,
0069fa-al010-043-05035_DV01,
0069fa-al010-044-045_DS01,"PHOTO MESROB - فوتو مسروب WADI - ZAHLÉ [Stamped on the verso]
Studio Fouad [printed on the negative] 23 OCT 1958 [stamped on the verso]"
0069fa-al010-044-045_DS02,Studio Fouad [printed on the negative]
0069fa-al010-046-047_DS01,Studio Fouad [printed on the negative]
0069fa-al010-046-047_DS02,
0069fa-al010-048-049_DS01,
0069fa-al010-050_DS01,
0069fa-al011-001_DS01,
0069fa-al011-002-003_DS01,
0069fa-al011-004-005_DS01,
0069fa-al011-006-007_DS01,
0069fa-al011-008-009_DS01,
0069fa-al011-010-011_DS01,
0069fa-al011-012-013_DS01,
0069fa-al011-014-015_DS01,
0069fa-al011-016_DS01,D.J B [written with a pencil on the back cover]
0069fa-al011-05228_DR01,
0069fa-al011-05228_DV01,
0069fa-al011-05229_DR01,
0069fa-al011-05229_DV01,
0069fa-al011-05230_DR01,
0069fa-al011-05230_DV01,Gálvez y Cuadrado TETUAN [stamped on the verso]
0069fa-al011-05231_DR01,
0069fa-al011-05231_DV01,
0069fa-al012-001_DS01,
0069fa-al012-002-003_DS01,"Henri Sayegh, Beyrouth le 23 Decembre 1936 [written with black ink on the page] Henri Sayegh Bey [written with white ink on the page]
Moi, Elie Michel, M. Baroudi { travaillant au tachéomètre Sauguet Stage Juillet 1936 au fleuve Beyrouth. [written with black ink under on the album page under the image] 
Toufic Nahas […] Juillet 1935. [written with black ink under on the album page under the image] 
Moi en short stage Juillet 1936. Du fleuve de Beyrouth. [written with black ink under on the album page under the image] "
0069fa-al012-004-005_DS01,"Moi, J. Dahdah, N. Gaspar, Z. Charabati, M. Eli, M. Baroudi { Stage Topographie au fleuve de Beyrouth. Juillet 1936. [written with black ink under on the album page under the image] 
Moi faisant la sieste, Stage Topographie Beyrouth Juillet 1936 [written with black ink under on the album page under the image]
M. Elie, M. Kadi, N. Gaspar, M. Baroudi, Moi { […] brigade complete avec l’appareil Kern. Stage de Topographie Beyrouth Fleuve. 1936 [written with black ink under on the album page under the image]"
0069fa-al012-006-007_DS01,"Moi, M. Elie, M. Baroudi, M. Kadi {Travaillant a la base de la triangulation. Stage de Topographie au Fleuve de Beyrouth Juillet 1936 [written with black ink under on the album page under the image]
Arsouze, Mamat, Robert, Fouda, Edward Boulos, […] [written with black ink under on the album page under the image]
Arzous, […], Nayla […] Marika, Ed. Boulos, H. Prince, Vera […], M. Boulos, Spiro […], Tony […], Elie Sayegh. [written with black ink under on the album page under the image]"
0069fa-al012-008-009_DS01,"Beyrouth sur la petite Terrace de […][…] 20 Mai 1937. Moi Equilibriste Virtuose? La petite terrasse de […] Beyrouth 20 Mai 1937. Beyrouth, Zakhia, Dahdah, Moi. { Sur les roches pris du phare. Le 20 Mai, 1937. Beyrouth. Dans ma chambre chez Mme […] le dimanche preparation de la composition de Resistance des […]  [written with black ink under on the album page"
0069fa-al012-010-011_DS01,"Arsouz Aout 1937: R.Sayegh, H. Prince, Moi, M. Boulos, N. Sayegh, M. […], T. Boulos, […], Oscart. [written with black ink under on the album page under the image]
[…]. Sayegh, […], […], E. Sayegh, […], M. Sayegh, […], P. […], A. Sayegh, F. […], […][written with black ink under on the album page under the image]
Moi, […], […] [written with black ink under on the album page under the image]"
0069fa-al012-012-013_DS01,"Arsouz Aout 1936: A. […], H. Prince, F. […], E. Boulos, R. Sayegh, […][written with black ink under on the album page under the image]
R. Sayegh, B. Noun, […], M. Boutros, H. Prince. [written with black ink under on the album page under the image]
Mme […], […] N. Sayegh, M. […], E. Sayegh, B. Noun, H. Prince, […], E. boulos, M. Boulos [written with black ink under on the album page under the image]"
0069fa-al012-014-015_DS01,"Arzous Septembre 36: […], E. Sayegh, R, Sayegh, A. […], Moi, (des tourne), V.[…], […] (dea tourne) M. Sayegh [written with black ink under on the album page under the image]
[…],[…], N. Sayegh […], E. Sayegh, […], H. Sayegh, […],[…],[…].[written with black ink under on the album page under the image]
Toni Cakalaki, M. boulos, Moi, […], H. Prince, Robert -. Oscart. [written with black ink under on the album page under the image]"
0069fa-al012-016-017_DS01,
0069fa-al012-018-019_DS01,
0069fa-al012-020-021_DS01,"Arzous Septembre 36: […], Robert […].[written with black ink under on the album page under the image]
Pick-nick a Arzous Septembre 36. [written with black ink under on the album page under the image]
Dans ma chambre ches Mme […] a (abed Wahab […]) Dures heur de travail. Etude de Projet […]. Beyrouth le 14 Mai 1937. [written with black ink under on the album page under the image]"
0069fa-al012-022-023_DS01,"Moi au balcon de ma chambre en combinaison d’Atelier. Beyrouth 16 Mai 1937 [written with black ink under on the album page under the image]
Moi au Salon de Mme [… Beyrouth 16 Mai 1937. [written with black ink under on the album page under the image]
Moi sur mon balcon vu du salon de l’appartement. Beyrouth 16 Mai 1937. [written with black ink under on the album page under the image]"
0069fa-al012-024-025_DS01,"Beyrouth. Moi et Chekri […] sur mon balcon le 18 Mai 1937. [written with black ink under on the album page under the image] Beyrouth. Moi sur mon balcon. Bey le 19 Mai 1937. [written with black ink under on the album page]
Beyrouth – du cote du […] Durant une des promenades avec […]. Le 20 Mai 1937. [written with black ink under on the album page under the image]
Beyrouth. Moi sur mon balcon. Bey le 19 Mai 1937. [written with black ink under on the album page]"
0069fa-al012-026-027_DS01,"Beyrouth. Le 20 Moi 1937. Sur les roches pris du phare. Dahdah et moi. [written with black ink under on the album page under the image]
Beyrouth. Promenade pour dessin avec […] au café du phare. Moi, N. Sayegh, M. Baroudi, A. Zakhia, J. Nasser, J. Dahdah, B. Barouky. [written with black ink under on the album page under the image]
Beyrouth. Une photo prise pendant une autre promenade avec […] a Ras Beyrouth […] les memes eleves au travail. [written with black ink under on the album page under the image]"
0069fa-al012-028-029_DS01,
0069fa-al012-030-031_DS01,"Mme Lauran et son fils Joseph dans leur salon a Beyrouth Le 25 Mai 1937 [written with black ink under on the album page under the image]
Beyrouth. Sur Le toit de l’himeuble […]. Abdel Wahab […][written with black ink under on the album page under the image]
Beyrouth. […] atelier de l’ecole […] Fer a Haute temperature. [written with black ink under on the album page under the image] 
Beyrouth Moi sur la petite Terrasse [written with black ink under on the album page under the image] "
0069fa-al012-032-033_DS01,
0069fa-al012-034-035_DS01,
0069fa-al012-036-037_DS01,
0069fa-al012-038-039_DS01,
0069fa-al012-040-041_DS01,
0069fa-al012-042-043_DS01,
0069fa-al012-044_DS01,
0077kh-al001-001_DS01,"PHOTOGRAPHS, Nablus  [written with black ink on the cardboard]"
0077kh-al001-002-003_DS01,
0077kh-al001-004-005_DS01,The Nurses Sitting room. [written with black ink on the cardboard]
0077kh-al001-006-007_DS01,"Nablus Hospital (front view) [written with black ink on the cardboard]
View from behind, Mt Ebal opposite. [written with black ink on the cardboard]"
0077kh-al001-008-009_DS01,Men's big war. [written with black ink on the cardboard between page 008-009]
0077kh-al001-010-011_DS01,"Men's Convelescent Ward. [written with black ink on the cardboard]
Womens Small Wards. [written with black ink on the cardboard]"
0077kh-al001-012-013_DS01,Bible.woman teaching Patients. 
0077kh-al001-014-015_DS01,Men-patients waiting outside. [written with black ink on the cardboard]
0077kh-al001-016-017_DS01,"Samaritan High Priest a Scroll of the Law. [written with black ink on the cardboard]
View from the Roof of the Ladies House. [written with black ink on the cardboard]"
0077kh-al001-018-019_DS01,View of Nablus looking N.E. [written with black ink on the cardboard]
0077kh-al001-020-021_DS01,
0077kh-al001-022-023_DS01,
0077kh-al001-024-025_DS01,
0077kh-al001-026-027_DS01,
0077kh-al001-028-029_DS01,
0077kh-al001-030-031_DS01,
0077kh-al001-032-033_DS01,
0077kh-al001-034-035_DS01,
0077kh-al001-036-037_DS01,
0077kh-al001-038-039_DS01,
0077kh-al001-040-041_DS01,
0077kh-al001-042-043_DS01,Donated to the Arab Foundation for the Image by Dr. Sami Khoury - Amman 19/03/98 [written graphite pencil]
0077kh-al001-044_DS01,
0078ze-al001-001_DS01,
0078ze-al001-002-003_DS01,"DAMAS, 192-1926. Souvenir d'un detachement du 35e RE. [signature] [hand written in blue ink]
Le 3e Bon de marche du 35e R.E. de Belle fort enbarqué sur l'. [hand written in black ink pen on the cardboard]
ANDRÉ-LEBON, Paquebot des Messageries Maritimes. […] 22, rue de l'Etrieu Marseille. [printed on the verso]
á destination de la Syrie (Damas) 1925 - 26. {un cargo rapide suivait á 24h près avec chevaux et tout le [...] matériells- [hand written in black ink pen on the cardboard] "
0078ze-al001-004-005_DS01,
0078ze-al001-006-007_DS01,
0078ze-al001-008-009_DS01,
0078ze-al001-010-011_DS01,
0078ze-al001-012-013_DS01,
0078ze-al001-014-015_DS01,
0078ze-al001-016-017_DS01,
0078ze-al001-018-019_DS01,
0078ze-al001-020-021_DS01,
0078ze-al001-022-023_DS01,
0078ze-al001-024-025_DS01,
0078ze-al001-026-027_DS01,
0078ze-al001-028-029_DS01,
0078ze-al001-030-031_DS01,
0078ze-al001-032-033_DS01,
0078ze-al001-034-035_DS01,12. [hand written with pencil]
0078ze-al001-036-037_DS01,
0078ze-al001-038-039_DS01,
0078ze-al001-040-041_DS01,
0078ze-al001-042-043_DS01,
0078ze-al001-044-045_DS01,
0078ze-al001-046-047_DS01,
0078ze-al001-048-049_DS01,
0078ze-al001-050-051_DS01,
0078ze-al001-052-053_DS01,
0078ze-al001-054-055_DS01,
0078ze-al001-056-057_DS01,
0078ze-al001-058-059_DS01,
0078ze-al001-060-061_DS01,
0078ze-al001-062-063_DS01,
0078ze-al001-064-065_DS01,
0078ze-al001-066-067_DS01,
0078ze-al001-068-069_DS01,
0078ze-al001-070-071_DS01,
0078ze-al001-072-073_DS01,
0078ze-al001-074-075_DS01,
0078ze-al001-076-077_DS01,
0078ze-al001-078-079_DS01,
0078ze-al001-080-081_DS01,
0078ze-al001-082-083_DS01,
0078ze-al001-084-085_DS01,
0078ze-al001-086-087_DS01,
0078ze-al001-088-089_DS01,
0078ze-al001-090-091_DS01,
0078ze-al001-092-093_DS01,
0078ze-al001-094-095_DS01,
0078ze-al001-096-097_DS01,
0078ze-al001-098-099_DS01,
0078ze-al001-100-101_DS01,
0078ze-al001-102-103_DS01,
0078ze-al001-104-105_DS01,
0078ze-al001-106-107_DS01,
0078ze-al001-108-109_DS01,
0078ze-al001-110-111_DS01,
0078ze-al001-112-113_DS01,
0078ze-al001-114-115_DS01,
0078ze-al001-116-117_DS01,
0078ze-al001-118-119_DS01,
0078ze-al001-120-121_DS01,
0078ze-al001-122-123_DS01,
0078ze-al001-124-125_DS01,
0078ze-al001-126-127_DS01,
0078ze-al001-128-129_DS01,
0078ze-al001-130-131_DS01,
0078ze-al001-132-133_DS01,"S. S. PYTÉAS Transport de Troupes. […] Fus & c[…] 54 RUE Mazenoot - Marseille. [printed on the recto]
SOUVENIRE H.M.T PYTHÉAS, Transport de Troupes. Grimaud, 54, RUE Masened. M[…] [printed on the recto]"
0078ze-al001-134_DS01,
0087ch-al001-001_DS01,
0087ch-al001-002-003_DS01,"Beyrouth, place des Canons, Petit Serail [AIF inscription on the verso]. Beyrouth - Place des Canons + Petit Serail [written on a sticker with black ink mounted on the album page]
Un Cèdre du Liban [written on a sticker with black ink mounted on the album page]"
0087ch-al001-004-005_DS01,"Beyrouth, grotte des Pigeons [AIF inscription on the verso]. Beyrouth - Grotte des Pigeons - [written on a sticker with black ink and mounted on the album page]
avec quique Cayère, le 26-12-31. [written on a sticker with black ink and mounted on the album page]
à Zouk 1423 [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-006-007_DS01,"Mr. Maurice Philippert, mon prof. en 5ème 1924-1925 [written on a sticker with black ink and mounted on the album page]
Messieurs […] + Geoffry, antoura 1924 [written on a sticker with black ink and mounted on the album page]
Antoura - Boy scouts 1925 [written on a sticker with black ink and mounted on the album page]
Mr. [Sater] Chidiac - mon prof. de Sciences en 8eme 1920-1921 [written on a sticker with black ink and mounted on the album page]
Antoura - Passage des Cigognes 1924 - [written on a sticker with black ink and mounted on the album page]
à Shailé, chez Mr. Francis 1930 [written on a sticker with black ink and mounted on the album page]
[…] Barbour, Slim, Ch. Elias […] antoura 1923 [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-008-009_DS01,"Antoura - notre classe de Première 1929 [written on a sticker with black ink and mounted on the album page]
Chemali [signed in black ink on the verso]
Antoura - [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-010-011_DS01,Em Habib - [written on a sticker with black ink and mounted on the album page]
0087ch-al001-012-013_DS01,"Collège d'Antoura [written on a sticker with black ink and mounted on the album page]
Eugenie […] [written on a sticker with black ink and mounted on the album page]
Monsieur Ernest […] - Supérieur du Collège Antoura [written on a sticker with black ink and mounted on the album page]
Antoura - Monsieur Ernest Diab [1926] notre doyen [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-014-015_DS01,"Chafic [Féhdé], René Homsy + Antoine Médawar - Ant. 1926 [written on a sticker with black ink and mounted on the album page]
Henry Zreik - Ant - 1925
Chafic [Féhdé] + Antoine Médawar - Ant. 1926 [written on a sticker with black ink and mounted on the album page]
notre classe de 5e avec Mr. […]. Antoura 1924 [written on a sticker with black ink and mounted on the album page]
le Père Francis Macé, Missionaire, mon prof. en […] et 3e […] [written on a sticker with black ink and mounted on the album page]
Ant. Le Père Ernest Diab, notre doyen. [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-016-017_DS01,"notre classe de 5e - Antoura [written on a sticker with black ink and mounted on the album page]
Joseph Homsy - 1925 - Antoura [written on a sticker with black ink and mounted on the album page]
Gemayel + […]
M. Malha, Elie [Chahmati], F. Malha + Maher […] [written on a sticker with black ink and mounted on the album page]
Ant. Boy scouts 1925 [written with black ink on the album page]
Père Elie Ziadé, mon prof. de 2e arabe"
0087ch-al001-018-019_DS01,
0087ch-al001-020-021_DS01,"Collège de la Sagesse - 8e arabe 1930-1939 [written on a sticker with black ink and mounted on the album page]
Emile Georges Matas, Le 4 Juin, 1931 [handwritten with black ink on the verso]"
0087ch-al001-022-023_DS01,"[…], Ed. [Cellier], andré [Chasallan]et […] nov. 1931 [written on a sticker with black ink and mounted on the album page]
quique Cayère 1932 - […] [written on a sticker with black ink and mounted on the album page]
Beyrouth - une prise de ma fenêtre Est. Jardin du collège de la Sagesse 1932 [written on a sticker with black ink and mounted on the album page]
Monseigneurs […], 3-1-1932 [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-024-025_DS01,"en Mars 1932 - avec Cayère, […] intime [written on a sticker with black ink and mounted on the album page]
Farid Kik, professeur C.I. 1931-932 [written on a sticker with black ink and mounted on the album page]
Habib Lutfallah, professeur C.I. 1931 [written on a sticker with black ink and mounted on the album page]
Beyrouth - une prise de ma fenêtre Est S-O. 1932 au collège de […] [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-026-027_DS01,"1931-1932 Promenade à Aïn Saadé avec les acteurs du […]  [written on a sticker with black ink and mounted on the album page]
Georges Gemayel. […] 1931-1932  [written on a sticker with black ink and mounted on the album page]
Bth - port - une prise du collège de la Sagesse.  [written on a sticker with black ink and mounted on the album page]
ادوار [...]، ١٩٣٣[written with black ink on the recto]"
0087ch-al001-028-029_DS01,"""يا ناظراً رسمي إليك حياتي

خلفني من """"الماضي"""" جدارٌ أبيضٌ

وامامي الأتي [...]؛ فتلوح لي

أمشي، فلا ألقى سوى ما شممته



مطبوعةً فيه بذي الكلمات:

لا شيء يملؤه سوى سنواتي!

فيه خيالات النعيم الأتي،

قبلاً؛ نطاقاً ضيق الحلقات.

ابراهيم غريب



أخذ هذا الرسم التلميذ اميل مطر ١٩٣٣ ويقدمها ذكرى منه لمعلمه المحترم. [handwritten poem on the verso]"""
0087ch-al001-030-031_DS01,"1924-1925 [handrwitten on the recto]
MM Philippert (5e) + Diab (6e) […], Antoura [written on a sticker with black ink and mounted on the album page]
Chamesi Elias […] 1922-1923 [written with black ink on the album page]
[…] Doumit, 1926 […] [written with black ink on the album page]
Husni Baki […], 1925 [written with black ink on the album page]"
0087ch-al001-032-033_DS01,"Baie de Q jounieh , […] de N.Q - au Liban [written with black ink on the album page]
Henri Zreik […] 1925 [written with black ink on the album page]
Antoura - le village vue du S.E. [written on a sticker with black ink and mounted on the album page] S-E. [written with black ink on the album page]
Joseph Chéhab (Le Prince), Antoura - 1924 [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-034-035_DS01,"Alice + [...] - fils de […] 1921 [written on a sticker with black ink and mounted on the album page]
Chafic + […] 1927 [written on a sticker with black ink and mounted on the album page]
Eté 1935  [written with black ink on the album page]"
0087ch-al001-036-037_DS01,"Cortada  [written with black ink on the album page]
Maman - antoura 1926  [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-038-039_DS01,"à Souhailé. À Souhailé, le Juillet 1930. [written on stickers with black ink and mounted on the album page]
à Antoura en 6e 1923-1924. à Antoura [written on stickers with black ink and mounted on the album page]"
0087ch-al001-040-041_DS01,"à Souhailé 1929 [written on stickers with black ink and mounted on the album page]
à Souhailé , le 7-1-31 [written on stickers with black ink and mounted on the album page]"
0087ch-al001-042-043_DS01,"Julie Chemaly [written on a sticker with black ink and mounted on the album page]
1923 en 6e. 1926 - 4429. 1925 en 5. 1930 [written on stickers with black ink and mounted on the album page]"
0087ch-al001-044-045_DS01,
0087ch-al001-046-047_DS01,"à Souhailé - Juillet 1932 - […] [written on a sticker with black ink and mounted on the album page]
à Souhailé - Juillet 1932 - [written on a sticker with black ink and mounted on the album page]
"
0087ch-al001-048-049_DS01,"Elias + Linda Wardé + Julie | à Souhailé le 18-8-32 [written on a sticker with black ink and mounted on the album page]
à Beit-Méri, le 8 oct. 1933. au collège de la Sagesse, Janvier 1934 [written with black ink on the album page]"
0087ch-al001-050-051_DS01,
0087ch-al001-052-00115_DR01,
0087ch-al001-052-00115_DV01,
0087ch-al001-052-053_DS01,Le 6 Mars 1932 - avec François Malha + yos. [Youssef?] Massoud  [written on a sticker with black ink and mounted on the album page]
0087ch-al001-054-055_DS01,
0087ch-al001-056-057_DS01,
0087ch-al001-058-059_DS01,
0087ch-al001-059-00124_DR01,
0087ch-al001-059-00124_DV01,
0087ch-al001-059-00125_DR01,
0087ch-al001-059-00125_DV01,
0087ch-al001-060-061_DS01,
0087ch-al001-062-063_DS01,
0087ch-al001-064-065_DS01,
0087ch-al001-066-067_DS01,
0087ch-al001-068-069_DS01,
0087ch-al001-070-071_DS01,
0087ch-al001-072-073_DS01,
0087ch-al001-074-075_DS01,
0087ch-al001-076-077_DS01,"athenes. [written on a sticker with black ink and mounted on the album page]
Jérusalem - Eglise de Cana [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-078-079_DS01,"Constantinople - Mosquée d'Omer [written on a sticker with black ink and mounted on the album page]
Damas - Mosquée des Omyades [written on a sticker with black ink and mounted on the album page]
Bkérki - funérailles du Patriarche, 26-12-31 [written on a sticker with black ink and mounted on the album page]
Damas - Mosquée des Omyades [written on a sticker with black ink and mounted on the album page]"
0087ch-al001-080-081_DS01,Constantinople - vue à l'entrée sur le Busphore [written on a sticker with black ink and mounted on the album page]
0087ch-al001-082-083_DS01,
0087ch-al001-084-085_DS01,
0087ch-al001-086-087_DS01,
0087ch-al001-088-089_DS01,
0087ch-al001-090-091_DS01,
0087ch-al001-092-093_DS01,
0087ch-al001-094-095_DS01,
0087ch-al001-096-097_DS01,
0087ch-al001-098-099_DS01,
0087ch-al001-099-00179_DR01,
0087ch-al001-099-00179_DV01,
0087ch-al001-100-101_DS01,
0087ch-al001-102-103_DS01,
0087ch-al001-104-106_DS01,
0087ch-al001-105-00190_DR01,
0087ch-al001-105-00190_DV01,
0087ch-al001-106-107_DS01,
0087ch-al001-108_DS01,
0090mi-al001-001_DS01,"Jad Mikhail, Summer 1944. Bassam Ayoubi, Jaffa. [written with white ink pen on the cardboard] "
0090mi-al001-002-003_DS01,"Ismail Dajammi (Jerusalem). Dr. Ishaq Mikhail. John Juzzi, 7.B.S 1945, IV See class. Naji Kassar, 7.B.S, 1945. S.S.Saa. Mr. Najib Jamal, 7.B.S. [Fuad…]. 1946 [written with white ink pen on the cardboard] 
JAD MIKHAIL 1943"
0090mi-al001-004-005_DS01,"Teachers in the F.B.S. Jad Mikhail. 7 Khury; N.Dib, Eliah [Khry]. Ramallah. Myself with Mr. Deeb. K. Cadora [written with white ink pen on the cardboard]
Drill Figures of Myself. 1939. 1940. 1942. 1942. [written in white ink on the cardboard] 1940 [written in blue ink pen on the recto] Jad Mikhail in a drill figure [stamped with blue ink on the verso]
Drill Figures of Myself. 1939. 1940. 1942. 1942. [written in white ink pen on the cardboard] 1942 [written in blue ink on the recto] "
0090mi-al001-006-007_DS01,"1939, In a drill figure. In the Valley of Ramallah. 1942. THE VALLEY [written in white ink pen on the cardboard]
1939 [written in blue ink on the recto]
1942 [written in blue ink on the recto]
[…] & Jad Mikhail at Jaffa. Ibrahim & Azizeh Mikhail. Zarou's & Mikhails (RH) [written in white ink pen on the cardboard]"
0090mi-al001-008-009_DS01,"Myself in a drill figures 1943 [written in white ink pen on the cardboard] year 1943 [written in blue ink on the recto]
Myself 1943. J. Dajammi + A & J Mikhail. Myself 1943. Myself in a drill figure 1943. [written in white ink pen on the cardboard]
Year 1943 [written in blue ink on the recto]"
0090mi-al001-010_DS01,"N.M. Mikhail & Myself. Khalil Mikhail, 1943. Khalil Mikhail, 1943. [wriiten in white ink pen on the cardboard]"
0132na-al001-001_DS01,
0132na-al001-002-003_DS01,
0132na-al001-004-005_DS01,
0132na-al001-006-007_DS01,12 - AUBERGE 2 castille [inscription is part of the original negative]
0132na-al001-008-009_DS01,"Bonfils. 480-Vue générale de Beyrouth et du Liban (n.1) [inscription is part of the original negative]
Bonfils. [1955]-Beyrouth et le Liban (Syrie) [inscription is part of the original negative]"
0132na-al001-010-011_DS01,"15,080. P.Z - DAMAS [inscription is part of the original negative]
Bonfils. 490-Damas - Vue de Damas et de l'Anti-Liban [inscription is part of the original negative]"
0132na-al001-012-013_DS01,"405-Damas- Entrée de Damas et le Barrada. Bonfils [inscription is part of the original negative]
418- Damas - Vue générale de la fortresse. Bonfils [inscription is part of the original negative]"
0132na-al001-014-015_DS01,"407-Damas-Couloir de la colonnade de la grande […] [inscription is part of the original negative]
498-Damas-Cimetière du Meidan, vue générale. Bonfils [inscription is part of the original negative]"
0132na-al001-016-017_DS01,"412-Damas-Cour de la grande mosquée. Bonfils [inscription is part of the original negative]
1249. Damas - Tour du haut de laquelle St. Paul fut descendre dans une corbeille. Bonfils [inscription is part of the original negative] "
0132na-al001-018-019_DS01,439-Vue génerale de l'Acropole de Baalbek. Bonfils
0132na-al001-020-021_DS01,"466 - Baalbek - Coupole de Douris. Bonfils [inscription is part of the original negative]
Bonfils. 440 - Baalbek - Temple de Bacchus [inscription is part of the original negative]"
0132na-al001-022-023_DS01,"Bonfils. 449 - Baalbek - Temple de Bacchus côté nord [inscription is part of the original negative]
Bonfils. 237 - Jaffa pris des Jardins [inscription is part of the original negative]"
0132na-al001-024-025_DS01,"236 Jaffa, la passe.- The channel at Jaffa. Bonfils [inscription is part of the original negative]
678 - Barque et bateliers à Jaffa. Bonfils [inscription is part of the original negative]"
0132na-al001-026-027_DS01,"1042 Marché de Bethlehéem. - Market place at Betlhlehem [inscription is part of the original negative]
Bonfils. 336 Tombeau de Rachel.-Rachel's tomb"
0132na-al001-028-029_DS01,"Bonfils. 276 Porte dorée, exterieur.-The golden gate, exterior.
Bonfils. 879 Mer morte, prise du Mt. des Oliviers.-The dead sea taken from the Mt. of Olives."
0132na-al001-030-031_DS01,"301. Vue de Jérusalem, [prise de Mt. des Oliviers]
257. Tour Antonia. - Antonia's Tower. Bonfils"
0132na-al001-032-033_DS01,"1524 - Mur des Juifs un vendredi, avec groupes d'hommes 
Bonfils. 310 Vallée des tombeaux de Josophat. - The valley of tombs of Jehoshaphat."
0132na-al001-034-035_DS01,"296. Eglise du Pater. - Church of the Pater. 
[999] - Mont des Oliviers. Bonfils "
0132na-al001-036-037_DS01,"Bonfils. 887 Tomboeaux des rois. entrée de la kour et grottes. - Tombs of the kings; caves and entrance of court.
Bonfils. 287 Port de Damas. - The Damascus gate. Bonfils."
0132na-al001-038-039_DS01,"284 mosquée D'Omar avec basin. - Mosque of Omar with laver.
278 Jérusalem Mosquée d'Omar"
0132na-al001-040-041_DS01,"Bonfils. 1218 Assises de la tour Antonia. - Foundations of Antonia's tower. 
Bonfils. 252- Arc de l'Ecce Homo."
0132na-al001-042-043_DS01,"Bonfils. 263 IV Station, et maison du mauvais riche. - IV station House of the wicked rich man. 
Bonfils. 261 II Station. - II Station. "
0132na-al001-044-045_DS01,"[…]
Bonfils [352] Façade latérale du St. Sépulcre. - Lateral Facade of the Holly Sepulchre."
0132na-al001-046-047_DS01,"Bonfils. 843 Panorama de Jérusalem, du clocher St. Sauveur N. 2. - Panorama of Jerusalem from the belfry of Church St. Sauveur.
Bonfils. Port de Jaffa vue de l'intérieur 84[…]"
0132na-al001-048-049_DS01,"Damas. La Partie au Baradâ. [printed on the photograph in red]
Damas. La porte de l'Est [printed on the photograph in red]
Damas. Mosquée des Derwiches. [printed on the photograph in red]
Damas. La Mosquée: La cour. [printed on the photograph in red]
Damas. Mosquée d'Amawi. [printed on the photograph in red]
Damas. Mosquée d'Amawi. [printed on the photograph in red]"
0132na-al001-050-051_DS01,"Jerusalem [inscription written under photograph in graphite pencil, could be AIF]
Jerusalem - Mt. des Oliviers [inscription written under photograph in graphite pencil, could be AIF]
JERUSALEM La Roche dans la Mosquée d'Omar. The Rock Mariah. Hell […] Otharmoschêe. [printed on the photograph in red]
Dorf Siloa. Village de Siloë. The village of Siloah. 57 [printed on the photograph in red]
JERUSALEM. Piscined'ezéchlas. Pool of Ezikiah. Hiskateich. [printed on the photograph in red]
Jerusalem. Forte de Jaffa [inscription written under photograph in graphite pencil, could be AIF]"
